contrato;obra;sequencia_do_trecho;rodovia;descricao_rodovia;descricao_trecho;km_inicial;km_final
PRC-22.028/2017-E;Obra 1;8,0;LMG628;FAROFA-GARAPUAVA-BONFINÓPOLIS DE MINAS-ENTR MG188 (UNAÍ);Não Disponível;0,0;95,6
PRC-22.028/2017-E;Obra 1;9,0;LMG638;RIACHINHO-URUANA-GARAPUAVA;Não Disponível;0,0;74,3
PRC-22.028/2017-E;Obra 1;10,0;LMG644;ENTR LMG628-CABECEIRA DA MATA;Não Disponível;0,0;42,8
PRC-22.025/2017-E;Obra 2;19,0;LMG719;ENTR BR418 (NANUQUE)-DIV MG/ES;Não Disponível;7,2;15,5
PRC-22.025/2017-E;Obra 2;16,0;MG105;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;Não Disponível;256,9;257,9
PRC-22.025/2017-E;Obra 2;18,0;MG217;ÁGUA BOA-MALACACHETA-POTÉ-TEÓFILO OTÔNI;Não Disponível;41,2;81,4
PRC-22.025/2017-E;Obra 2;1,0;MG409;PAVÃO (MG105)-FREI GONZAGA-TOPÁZIO-BR116 (TEÓFILO OTONI);Não Disponível;0,0;76,3
PRC-22.025/2017-E;Obra 2;2,0;MG412;BR418 (TEÓFILO OTONI)-ATALÉIA-DIV MG/ES;Não Disponível;0,0;37,3
PRC-22.025/2017-E;Obra 2;3,0;CMG418;DIV BA/MG-NANUQUE-CARLOS CHAGAS-TEÓFILO OTÔNI;Não Disponível;0,0;178,8
PRC-22.025/2017-E;Obra 2;4,0;LMG710;LADAINHA-ENTR MG217 (P/POTÉ);Não Disponível;1,5;28,3
PRC-22.025/2017-E;Obra 2;5,0;LMG713;SERRA DOS AIMORÉS-DIV MG/BA;Não Disponível;0,0;11,4
PRC-22.025/2017-E;Obra 2;6,0;LMG718;ENTR BR418 (CARLOS CHAGAS)-VILA PEREIRA;Não Disponível;0,0;32,3
PRC-22.025/2017-E;Obra 2;7,0;LMG719;ENTR BR418 (NANUQUE)-DIV MG/ES;Não Disponível;0,0;3,9
PRC-22.025/2017-E;Obra 2;8,0;MG105;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;Não Disponível;147,0;192,6
PRC-22.025/2017-E;Obra 2;9,0;MG211;ENTR MG308-NOVO CRUZEIRO-ITAIPÉ-ENTR BR116;Não Disponível;0,0;19,1
PRC-22.025/2017-E;Obra 2;10,0;MG217;ÁGUA BOA-MALACACHETA-POTÉ-TEÓFILO OTÔNI;Não Disponível;0,0;38,7
PRC-22.025/2017-E;Obra 2;14,0;CMG342;ESPINOSA-SALINAS-ARAÇUAÍ-TEÓFILO OTÔNI-ATALEIA-DIV MG/ES;Não Disponível;474,0;502,6
PRC-22.025/2017-E;Obra 2;15,0;CMG342;ESPINOSA-SALINAS-ARAÇUAÍ-TEÓFILO OTÔNI-ATALEIA-DIV MG/ES;Não Disponível;571,9;623,8
PRC-22.025/2017-E;Obra 2;17,0;MG211;ENTR MG308-NOVO CRUZEIRO-ITAIPÉ-ENTR BR116;Não Disponível;21,8;54,8
DC-005/2023;Obra 2;2,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;;
DM-22.011/2020-C;Obra 1;30,0;MG170;BR262-MOEMA-LAGOA DA PRATA-PIMENTA-ILICÍNEA-BR265;Não Disponível;146,7;170,9
DM-22.011/2020-C;Obra 1;26,0;MG429;BAMBUÍ-LAGOA DA PRATA-SANTO ANTÔNIO DO MONTE;Não Disponível;31,6;61,8
DM-22.011/2020-C;Obra 1;27,0;MG429;BAMBUÍ-LAGOA DA PRATA-SANTO ANTÔNIO DO MONTE;Não Disponível;31,6;61,8
DM-22.011/2020-C;Obra 1;28,0;LMG827;BR354-BAMBUÍ-MEDEIROS-PRATINHA-BR267;Não Disponível;41,4;81,7
DM-22.011/2020-C;Obra 1;2,0;MG429;BAMBUÍ-LAGOA DA PRATA-SANTO ANTÔNIO DO MONTE;Não Disponível;0,0;25,8
DM-22.011/2020-C;Obra 1;3,0;MG439;MG170 (PIMENTA)-PAINS-BR354;Não Disponível;0,0;16,4
DM-22.011/2020-C;Obra 1;4,0;MG176;ABAETÉ-DORES DO INDAIÁ-LUZ-MG341;Não Disponível;85,8;127,4
DM-22.011/2020-C;Obra 1;5,0;MG252;MOEMA-PERDIGÃO-SÃO GONÇALO DO PARÁ-MG430 (IGARATINGA);Não Disponível;53,0;70,0
DM-22.011/2020-C;Obra 1;6,0;MG252;MOEMA-PERDIGÃO-SÃO GONÇALO DO PARÁ-MG430 (IGARATINGA);Não Disponível;70,3;87,3
DM-22.011/2020-C;Obra 1;7,0;LMG515;MG164 (A) - MG260 - MG164(B) (CONTORNO DE ITAPECERICA );Não Disponível;0,0;7,9
DM-22.011/2020-C;Obra 1;8,0;LMG824;SÃO SEBASTIÃO DO ANTA-IGUATAMA;Não Disponível;0,0;21,9
DM-22.011/2020-C;Obra 1;9,0;LMG827;BR354-BAMBUÍ-MEDEIROS-PRATINHA-BR267;Não Disponível;4,8;40,6
DM-22.011/2020-C;Obra 1;10,0;LMG830;ENTR MG050-CORREGO FUNDO-ENTR MG439 (CSN);Não Disponível;0,0;9,5
DM-22.011/2020-C;Obra 1;11,0;LMG832;ENTR MGC146-ENTR MG431 (P/PIUMHI);Não Disponível;0,0;7,2
DM-22.011/2020-C;Obra 1;12,0;MG164;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;Não Disponível;150,7;190,1
DM-22.011/2020-C;Obra 1;13,0;MG170;BR262-MOEMA-LAGOA DA PRATA-PIMENTA-ILICÍNEA-BR265;Não Disponível;0,0;63,5
DM-22.011/2020-C;Obra 1;14,0;MG170;BR262-MOEMA-LAGOA DA PRATA-PIMENTA-ILICÍNEA-BR265;Não Disponível;65,3;74,3
DM-22.011/2020-C;Obra 1;15,0;MG170;BR262-MOEMA-LAGOA DA PRATA-PIMENTA-ILICÍNEA-BR265;Não Disponível;110,3;146,7
DM-22.011/2020-C;Obra 1;16,0;LMG891;ENTR BR262-CÓRREGO DANTA-ENTR BR354;Não Disponível;0,0;24,3
DM-22.011/2020-C;Obra 1;17,0;LMG893;ENTR MG050-FURNASTUR;Não Disponível;0,0;11,3
DM-22.011/2020-C;Obra 1;1,0;MG341;MGT146 (SÃO ROQUE DE MINAS)-CAMPINOPOLIS-PIUMHI-MG050;Não Disponível;0,0;58,6
DM-22.011/2020-C;Obra 1;29,0;MG170;BR262-MOEMA-LAGOA DA PRATA-PIMENTA-ILICÍNEA-BR265;Não Disponível;85,3;104,5
DM-22.011/2020-C;Obra 1;31,0;MG164;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;Não Disponível;195,1;244,0
DM-22.011/2020-C;Obra 1;32,0;MG164;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;Não Disponível;245,3;265,2
DC-008/2023;Obra 1;2,0;MG010;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;Não Disponível;210,8;224,3
DM-038/2022;Obra 1;1,0;MG412;BR418 (TEÓFILO OTONI)-ATALÉIA-DIV MG/ES;Não Disponível;;
PRC-22.039/2017-E;Obra 1;2,0;MG332;BR381-BONSUCESSO-NAZARENO-BR265 (ITUTINGA);Não Disponível;38,0;66,5
PRC-22.039/2017-E;Obra 1;3,0;MG338;MADRE DE DEUS-PIEDADE RIO GRANDE-IBERTIOGA-BARBACENA (BR040);Não Disponível;6,9;96,8
PRC-22.039/2017-E;Obra 1;4,0;MG443;OURO BRANCO-LOBO LEITE (MG030);Não Disponível;0,0;9,4
PRC-22.039/2017-E;Obra 1;5,0;CMG383;CONSELHEIRO  LAFAIETE-SÃO  JOÃO  DEL REI-CAXAMBU-MARIA DA FÉ-PIRANGUÇU-DIV MG/SP;Não Disponível;12,4;19,2
PRC-22.039/2017-E;Obra 1;6,0;MG030;BELO HORIZONTE-NOVA LIMA-ITABIRITO-ENGENHEIRO CORREIA-BARBACENA;Não Disponível;106,5;115,0
PRC-22.039/2017-E;Obra 1;7,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;214,6;255,4
PRC-22.039/2017-E;Obra 1;8,0;MG275;BRÁS PIRES - SENHORA DE OLIVEIRA - CAPELA NOVA - CARANDAÍ;Não Disponível;15,0;31,6
PRC-22.039/2017-E;Obra 1;9,0;MG275;BRÁS PIRES - SENHORA DE OLIVEIRA - CAPELA NOVA - CARANDAÍ;Não Disponível;64,2;127,6
PRC-22.039/2017-E;Obra 1;10,0;LMG501;ENTR BR383 A-ENTR BR383 B ;Não Disponível;0,0;6,0
PRC-22.039/2017-E;Obra 1;11,0;LMG809;ENTR BR383 / ENTR BR265;Não Disponível;0,0;37,5
PRC-22.039/2017-E;Obra 1;12,0;LMG833;ENTR MGC482 (ITAVERAVA-LAMIM;Não Disponível;0,0;28,0
PRC-22.039/2017-E;Obra 1;13,0;MG129;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;Não Disponível;190,7;206,9
PRC-22.039/2017-E;Obra 1;14,0;MG132;CATAS ALTAS DA NORUEGA-CIPOTÂNEA-DESTERRO DO MELO;Não Disponível;0,0;77,9
PRC-22.039/2017-E;Obra 1;15,0;MG135;BARBACENA-ANTÔNIO CARLOS-BIAS FORTES-BR267;Não Disponível;6,8;66,3
PRC-22.039/2017-E;Obra 1;16,0;MG155;BR381-BRUMADINHO-BELO VALE-SÃO BRÁS DO SUAÇUÍ;Não Disponível;80,3;111,5
PRC-22.039/2017-E;Obra 1;17,0;LMG844;ENTR BR040-QUELUZITO-CASA GRANDE;Não Disponível;0,0;20,5
PRC-22.039/2017-E;Obra 1;18,0;CMG383;CONSELHEIRO  LAFAIETE-SÃO  JOÃO  DEL REI-CAXAMBU-MARIA DA FÉ-PIRANGUÇU-DIV MG/SP;Não Disponível;19,2;156,8
PRC-22.039/2017-E;Obra 1;19,0;CMG265;MURIAÉ-BARBACENA-SÃO JOÃO DEL REI-LAVRAS-BOA ESPERANÇA-CARMO DO RIO CLARO-SÃO SEBASTIÃO DO PARAÍSO-DIV MG/SP;Não Disponível;171,9;201,6
PRC-22.035/2017-E;Obra 1;6,0;MG405;DIV BA/MG-JACINTO-SANTO ANTÔNIO DO JACINTO;Não Disponível;52,8;114,6
DC-001/2023;Obra 1;1,0;MG437;NOVA LIMA-SABARÁ;Não Disponível;;
PRC-22.035/2017-E;Obra 1;9,0;MG406;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;Não Disponível;110,3;140,0
PRC-22.035/2017-E;Obra 1;1,0;MG105;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;Não Disponível;56,6;82,2
PRC-22.035/2017-E;Obra 1;2,0;MG105;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;Não Disponível;84,7;116,5
PRC-22.035/2017-E;Obra 1;3,0;MG105;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;Não Disponível;117,2;144,6
PRC-22.035/2017-E;Obra 1;4,0;MG205;FRONTEIRA DOS VALES-RIO DO PRADO-SANTO A DO JACINTO;Não Disponível;51,0;74,1
PRC-22.035/2017-E;Obra 1;5,0;MG205;FRONTEIRA DOS VALES-RIO DO PRADO-SANTO A DO JACINTO;Não Disponível;76,0;104,5
PRC-22.035/2017-E;Obra 1;7,0;MG406;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;Não Disponível;35,0;72,0
PRC-22.035/2017-E;Obra 1;8,0;MG406;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;Não Disponível;74,0;109,9
PRC-22.035/2017-E;Obra 1;10,0;LMG642;ENTR MGC367/MG405-SANTA MARIA DO SALTO;Não Disponível;0,0;17,7
PRC-22.035/2017-E;Obra 1;11,0;LMG666;ENTR MG205-ENTR BR367 (JEQUITINHONHA);Não Disponível;0,0;46,5
PRC-22.035/2017-E;Obra 1;12,0;LMG682;BERTÓPOLIS-MACHACALIS-ÁGUAS FORMOSAS;Não Disponível;0,0;19,1
PRC-22.035/2017-E;Obra 1;13,0;LMG682;BERTÓPOLIS-MACHACALIS-ÁGUAS FORMOSAS;Não Disponível;21,0;46,6
PRC-22.035/2017-E;Obra 1;14,0;LMG686;MACHACALIS-UMBURATIBA-DIVISA MG/BA;Não Disponível;1,2;29,0
PRC-22.035/2017-E;Obra 1;15,0;LMG686;MACHACALIS-UMBURATIBA-DIVISA MG/BA;Não Disponível;31,0;34,8
PRC-22.031/2017-E;Obra 1;1,0;MG427;UBERABA-ÁGUA COMPRIDA-PLANURA-DIV MG/SP;Não Disponível;0,0;104,6
PRC-22.031/2017-E;Obra 1;2,0;CMG455;UBERLÂNDIA-CAMPO FLORIDO-PIRAJUBA-DIV MG/SP (PLANURA);Não Disponível;54,6;154,7
PRC-22.031/2017-E;Obra 1;3,0;CMG464;ITUIUTABA-PRATA-UBERABA-CONQUISTA-SÃO JOÃO BATISTA DO GLÓRIA;Não Disponível;242,6;294,6
PRC-22.031/2017-E;Obra 1;4,0;LMG724;ENTR MGC455 (MIRAPORANGA) - ENTR BR050;Não Disponível;0,0;17,3
PRC-22.031/2017-E;Obra 1;5,0;LMG732;ENTR MG255-ENTR BR364 (FRUTAL);Não Disponível;0,0;3,3
PRC-22.031/2017-E;Obra 1;6,0;LMG733;PIRAJUBA - FRUTAL;Não Disponível;0,0;76,2
PRC-22.031/2017-E;Obra 1;7,0;MG190;ABADIA DOURADOS-MONTE CARMELO-BR262-SACRAMENTO;Não Disponível;94,9;166,7
PRC-22.031/2017-E;Obra 1;8,0;MG255;ITURAMA-SÃO FRANCISCO DE SALES-ITAPAGIPE-FRUTAL;Não Disponível;0,0;142,5
PRC-22.031/2017-E;Obra 1;9,0;LMG798;ENTR MG190-UBERABA;Não Disponível;0,0;42,5
PRC-22.031/2017-E;Obra 1;10,0;LMG799;ENTR BR262-CAPELINHA DO BARREIRO-CONCEIÇÃO DAS ALAGOAS;Não Disponível;0,0;30,0
PRC-22.031/2017-E;Obra 1;11,0;LMG804;ENTR BR262 (SERRINHA)-ENTR LMG-810;Não Disponível;0,0;9,8
PRC-22.031/2017-E;Obra 1;12,0;LMG805;ENTR BR262-PONTE ALTA-JUBAÍ-ENTR MGC464;Não Disponível;0,0;33,5
PRC-22.031/2017-E;Obra 1;13,0;LMG508;CONTORNO DE PIRAJUBA-ENTR MGC455 A-ENTR MGC455B;Não Disponível;0,0;4,2
PRC-22.031/2017-E;Obra 1;14,0;LMG509;ENTR LMG799-ENTR MG427;Não Disponível;0,0;20,0
PRC-22.031/2017-E;Obra 1;15,0;LMG810;ENTR BR262 P/CAMPO FLORIDO-PIRAJUBA;Não Disponível;0,0;24,5
PRC-22.031/2017-E;Obra 1;16,0;LMG812;ENTR MG190 (P/NOVA PONTE)-ENTR BR452 (P/UBERLÂNDIA);Não Disponível;0,0;7,2
PRC-22.032/2017-E;Obra 1;30,0;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;Não Disponível;351,8;426,8
PRC-22.032/2017-E;Obra 1;34,0;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;226,5;265,9
PRC-22.032/2017-E;Obra 1;33,0;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;226,5;230,0
PRC-22.032/2017-E;Obra 1;3,0;MG326;CATAS ALTAS-FONSECA-BARRA LONGA-PONTE NOVA;Não Disponível;0,0;28,0
PRC-22.032/2017-E;Obra 1;4,0;MG434;MG129 (P/ITABIRA)-BR381 (P/NOVA ERA);Não Disponível;0,0;19,1
PRC-22.032/2017-E;Obra 1;5,0;MG435;CAETÉ (MGT262)-BR381;Não Disponível;0,0;13,9
PRC-22.032/2017-E;Obra 1;6,0;MG436;BARÃO DE COCAIS (MGT262)-BR381;Não Disponível;0,0;19,6
PRC-22.032/2017-E;Obra 1;7,0;MG462;LIGAÇÃO ENTRONCAMENTO BR120/MG129 COM ITABIRA;Não Disponível;0,0;4,1
PRC-22.032/2017-E;Obra 1;8,0;LMG776;BR381 - IPOEMA;Não Disponível;0,0;50,3
PRC-22.032/2017-E;Obra 1;9,0;LMG777;ENTR MGC120 / SANTO ANTÔNIO DO RIO ABAIXO;Não Disponível;0,0;34,7
PRC-22.032/2017-E;Obra 1;10,0;LMG778;CARMÉSIA-ENTR BR120;Não Disponível;0,0;17,3
PRC-22.032/2017-E;Obra 1;11,0;LMG779;ITABIRA (PARQUE DE EXPOSIÇÕES-JOÃO MONLEVADE;Não Disponível;0,0;28,0
PRC-22.032/2017-E;Obra 1;12,0;LMG790;ENTR BR120 (STª MARIA ITABIRA)-ENTR BR381 (P/DES DRUMOND);Não Disponível;0,0;36,2
PRC-22.032/2017-E;Obra 1;13,0;MG232;MG010-MORRO DO PILAR-CARMÉSIA-DORES DE GUANHÃES-JOANÉSIA-BR381(IPATINGA);Não Disponível;121,6;134,6
PRC-22.032/2017-E;Obra 1;14,0;LMG504;ENTR LMG855-ENTR LMG855 ;Não Disponível;0,0;7,0
PRC-22.032/2017-E;Obra 1;15,0;MG129;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;Não Disponível;0,0;31,7
PRC-22.032/2017-E;Obra 1;16,0;MG129;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;Não Disponível;33,7;49,6
PRC-22.032/2017-E;Obra 1;17,0;MG129;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;Não Disponível;52,5;113,5
PRC-22.032/2017-E;Obra 1;18,0;MG232;MG010-MORRO DO PILAR-CARMÉSIA-DORES DE GUANHÃES-JOANÉSIA-BR381(IPATINGA);Não Disponível;138,0;206,2
PRC-22.032/2017-E;Obra 1;19,0;LMG855;BOM JESUS DO AMPARO-NOVA UNIÃO-TAQUARAÇU DE MINAS-ENTR MG020;Não Disponível;38,8;56,6
PRC-22.032/2017-E;Obra 1;26,0;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;Não Disponível;351,8;413,5
PRC-22.032/2017-E;Obra 1;28,0;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;Não Disponível;349,0;349,8
PRC-22.032/2017-E;Obra 1;29,0;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;Não Disponível;440,4;468,0
DM-001/2023;Obra 1;1,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;;
DM-22.010/2019-C;Obra 1;1,0;MG010;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;Não Disponível;12,4;31,1
DM-22.010/2019-C;Obra 1;2,0;MG424;MG010-PEDRO LEOPOLDO-SETE LAGOAS (BR040);Não Disponível;0,0;20,0
DM-22.010/2019-C;Obra 1;3,0;LMG800;ENTR MG010-AEROPORTO DE CONFINS-ENTR MG424;Não Disponível;0,0;15,6
DC-005/2023;Obra 1;2,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;;
DC-008/2023;Obra 2;1,0;AMG900;ACESSO;Não Disponível;0,0;4,5
DC-008/2023;Obra 3;1,0;MG010;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;Não Disponível;210,8;224,3
PRC-22.033/2017-E;Obra 1;1,0;MG401;MANGA-MATIAS CARDOSO-JANAÚBA;Não Disponível;1,7;141,0
PRC-22.033/2017-E;Obra 1;2,0;LMG510;CONTORNO DE JAÍBA-ENTR MG401 A-ENTR MG401 B;Não Disponível;0,0;6,0
PRC-22.033/2017-E;Obra 1;3,0;MG120;PORTERINHA-RIACHO DOS MACHADOS-CAVEIRA (BR251);Não Disponível;0,0;65,4
PRC-22.033/2017-E;Obra 1;4,0;LMG516;PONTE SOBRE O RIO SÃO FRANCISCO - ENTR BR135(MANGA) - ENTR. MG401 (P/ MATIAS CARDOSO);Não Disponível;0,0;4,1
PRC-22.033/2017-E;Obra 1;5,0;LMG631;SÃO JOÃO DA PONTE-CAPITÃO ENEIAS;Não Disponível;1,5;59,2
PRC-22.033/2017-E;Obra 1;6,0;LMG633;MG401 (JAÍBA)-MOCAMBINHO;Não Disponível;0,0;35,0
PRC-22.033/2017-E;Obra 1;7,0;LMG635;GAMELEIRAS-CATUTI-MATO VERDE-S.A. DO RETIRO-MONTEZUMA;Não Disponível;0,0;52,6
PRC-22.033/2017-E;Obra 1;8,0;LMG635;GAMELEIRAS-CATUTI-MATO VERDE-S.A. DO RETIRO-MONTEZUMA;Não Disponível;55,2;89,8
PRC-22.033/2017-E;Obra 1;14,0;CMG122;DIV BA/MG- MATO VERDE-JANAUBA-MONTES CLAROS;Não Disponível;0,0;230,1
DM-041/2022;Obra 1;1,0;CMG497;UBERLÂNDIA-CAMPINA VERDE-ITURAMA-PORTO ALENCASTRO-DIV MG/MS;Não Disponível;;
DM-025/2022;Obra 1;1,0;LMG806;JUSTINÓPOLIS-RIBEIRÃO DAS NEVES-ENTR BR040;Não Disponível;;
DM-22.007/2020-C;Obra 1;2,0;LMG602;TAIOBEIRAS-SÃO JOÃO DO PARAÍSO;Não Disponível;0,0;70,3
DC-015/2022;Obra 1;4,0;MG010;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;Não Disponível;228,8;229,55
DM-22.007/2020-C;Obra 1;1,0;MG404;TAIOBEIRAS-SALINAS;Não Disponível;0,0;45,6
DM-22.007/2020-C;Obra 1;3,0;LMG623;ENTR LMG602- (S. JOÃO DO PARAÍSO) / NINHEIRA;Não Disponível;0,0;27,3
DM-22.007/2020-C;Obra 1;4,0;LMG624;ENTR LMG635 (P/S. A. DO RETIRO)-VARGEM GRANDE DO RIO PARDO-INDAIABIRA-ENTR LMG602;Não Disponível;0,0;57,7
DM-22.007/2020-C;Obra 1;5,0;LMG625;ENTR LMG626 (MIRANDÓPOLIS) - BERIZAL;Não Disponível;0,0;40,8
DM-22.007/2020-C;Obra 1;6,0;LMG626;ENTR BR251 (BR116)-CURRAL DE DENTRO-TAIOBEIRAS-FRUTA DE LEITE-ENTR BR251 (MONTES CLAROS);Não Disponível;0,0;126,2
DM-22.007/2020-C;Obra 1;7,0;LMG627;ENTR BR251/ JOSENÓPOLIS;Não Disponível;0,0;42,5
DM-22.007/2020-C;Obra 1;8,0;LMG629;TAIOBEIRAS-RIO PARDO DE MINAS;Não Disponível;0,0;41,7
DM-22.007/2020-C;Obra 1;9,0;LMG635;GAMELEIRAS-CATUTI-MATO VERDE-S.A. DO RETIRO-MONTEZUMA;Não Disponível;91,7;123,2
DM-22.007/2020-C;Obra 1;12,0;CMG342;ESPINOSA-SALINAS-ARAÇUAÍ-TEÓFILO OTÔNI-ATALEIA-DIV MG/ES;Não Disponível;295,0;360,0
DM-035/2022;Obra 1;1,0;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;Não Disponível;;
DM-22.009/2020-C;Obra 1;31,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;116,8;129,7
DM-22.009/2020-C;Obra 1;32,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;132,0;145,8
DM-22.009/2020-C;Obra 1;33,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;152,0;214,6
DM-22.009/2020-C;Obra 1;34,0;MG129;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;Não Disponível;140,0;142,3
DM-22.009/2020-C;Obra 1;35,0;MG129;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;Não Disponível;159,1;190,7
DM-22.009/2020-C;Obra 1;36,0;MG329;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);Não Disponível;68,1;79,1
DM-22.009/2020-C;Obra 1;37,0;MG329;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);Não Disponível;81,3;95,5
DM-22.009/2020-C;Obra 1;1,0;MG326;CATAS ALTAS-FONSECA-BARRA LONGA-PONTE NOVA;Não Disponível;28,0;82,7
DM-22.009/2020-C;Obra 1;2,0;MG329;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);Não Disponível;25,1;66,7
DM-22.009/2020-C;Obra 1;3,0;MG329;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);Não Disponível;100,5;137,7
DM-22.009/2020-C;Obra 1;4,0;MG445;BR120-GUARACIABA-PORTO FIRME (MGT482);Não Disponível;0,0;17,8
DM-22.009/2020-C;Obra 1;5,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;105,3;114,7
DM-22.009/2020-C;Obra 1;6,0;MG280;MG132-SENADOR FIRMINO-PAULA CÂNDIDO-VIÇOSA;Não Disponível;6,0;25,7
DM-22.009/2020-C;Obra 1;7,0;MG262;MARIANA (BR356)-PONTE NOVA (BR120);Não Disponível;0,0;73,3
DM-22.009/2020-C;Obra 1;8,0;MG265;MG239-JEQUERI-SERICITA-BR116-DIVINO-CARANGOLA;Não Disponível;109,0;126,7
DM-22.009/2020-C;Obra 1;9,0;LMG826;ENTR MG329-ORATÓRIOS-AMPARO DA SERRA;Não Disponível;0,0;22,9
DM-22.009/2020-C;Obra 1;10,0;LMG828;ENTR MG265 (P/JEQUERI)-PISCAMBA-ENTR LMG826 (P/ORATÓRIOS);Não Disponível;0,0;13,8
DM-22.009/2020-C;Obra 1;11,0;LMG829;ENTR MG262-ACAIACA-BARRA LONGA;Não Disponível;0,0;22,6
